propertyId,postalCode,typeOfProperty,subtypeOfProperty,price,typeOfSale,numberOfRooms,livingArea,equippedKitchen,furnished,openFire,garden,surfaceOfGood,numberOfFacades,swimmingPool,stateOfBuilding,terraceSurface,hasBasement,hasDisabledAccess,hasLift,livingRoomSurface,electricalInstallationCertificate,gScore,heatingType,hasHeatPump,hasPhotovoltaicPanels,hasThermicPanels,hasDoubleGlazing,epcScore,primaryEnergyConsumptionPerSqm,renovationObligation,cadastralIncome,parkingCountIndoor,parkingCountOutdoor
11218487,8300,1,1,1295000,0,1,64.0,-1,0,0,0,64.0,2,0,2,0,1,0,1,25,-1,2,0,-1,0,0,1,-1,-1,-1,-1,0,0
11219514,1040,1,1,325000,0,6,71.0,1,0,0,0,71.0,-1,0,-1,0,1,1,1,21,1,-1,3,0,0,0,1,-1,-1,-1,1167,1,0
11220872,2970,1,1,640000,0,5,145.0,1,0,0,0,145.0,3,0,-1,22,-1,-1,-1,0,1,0,-1,1,-1,-1,1,-1,-1,-1,-1,0,0
11222457,9100,1,1,265000,0,5,118.0,-1,0,0,100,118.0,3,0,1,10,-1,1,0,0,-1,-1,0,-1,-1,-1,1,6,-1,1,-1,3,2
11224644,8301,1,1,875000,0,1,215.0,-1,0,0,0,215.0,-1,0,3,0,-1,0,0,0,-1,2,0,-1,0,0,1,6,616,1,1289,1,0
11225037,7940,0,0,90000,0,3,0.0,-1,0,0,-1,560.0,3,0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,357,0,0
11226289,7522,0,14,699000,0,7,270.0,1,0,0,-1,4000.0,4,0,1,0,-1,0,0,70,-1,-1,-1,-1,-1,-1,-1,3,173,-1,1243,2,2
11227828,2880,1,1,510000,0,9,142.0,3,0,0,0,142.0,-1,0,2,15,-1,0,1,49,1,0,-1,0,0,0,1,1,-1,0,-1,0,0
11227829,2880,1,1,560000,0,9,149.0,3,0,0,0,149.0,-1,0,2,11,-1,0,1,65,1,0,-1,0,0,0,1,1,-1,0,-1,0,0
11227832,8300,1,1,899000,0,4,61.0,-1,0,0,0,61.0,-1,0,2,0,-1,-1,1,0,1,0,-1,0,0,0,-1,2,115,0,-1,0,0
11228752,1000,1,1,1200000,0,9,232.0,3,0,0,0,232.0,2,0,1,0,-1,0,1,70,-1,-1,0,-1,-1,-1,1,2,90,-1,-1,1,0
11228818,7170,0,0,179999,0,9,153.0,2,0,0,30,135.0,3,0,1,10,1,0,0,26,-1,-1,0,-1,-1,-1,-1,5,413,-1,411,0,0
11229328,2170,1,1,198000,0,3,80.0,-1,0,0,0,80.0,-1,0,1,12,-1,-1,-1,13,1,2,0,-1,-1,-1,1,2,116,0,944,0,0
11230472,7712,0,0,145000,0,6,143.0,2,0,0,-1,135.0,3,0,1,0,1,0,0,42,-1,-1,0,-1,-1,-1,1,6,486,-1,575,1,0
11230823,3545,0,0,368617,0,4,125.0,-1,0,0,-1,1584.0,4,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0
11231622,1160,1,21,180000,0,4,50.0,1,0,0,0,50.0,-1,0,1,0,-1,1,1,33,-1,-1,3,-1,-1,-1,1,-1,431,-1,976,0,0
11231629,1160,1,21,140000,0,3,35.0,1,0,0,0,35.0,-1,0,1,0,-1,1,1,20,-1,-1,3,-1,-1,-1,1,5,260,-1,976,0,0
11231691,1090,0,0,300000,0,2,130.0,0,0,0,-1,-1.0,2,0,3,0,1,0,0,20,1,-1,0,0,0,0,-1,4,156,-1,-1,0,0
11232468,9190,0,0,362000,0,4,195.0,-1,0,0,-1,173.0,2,0,1,0,-1,0,0,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1
11233361,4000,1,1,345000,0,8,120.0,1,0,0,0,120.0,3,0,1,6,1,1,1,24,-1,-1,0,0,0,0,1,3,195,-1,1450,1,0
11234264,8670,1,1,425000,0,5,95.0,3,0,0,0,95.0,2,0,4,5,-1,-1,1,30,-1,0,3,-1,-1,-1,1,3,225,0,1011,1,0
11235888,3202,0,0,435000,0,6,190.0,-1,0,0,-1,850.0,4,0,-1,0,1,0,0,40,0,2,0,0,0,0,1,3,259,-1,1,1,0
11235920,8300,0,0,750000,0,14,0.0,-1,0,0,-1,77.0,-1,0,3,0,-1,0,0,0,0,0,-1,0,0,0,-1,5,422,1,1869,1,0
11235985,8570,1,1,275000,0,10,86.0,-1,0,0,0,86.0,-1,0,1,0,-1,-1,1,0,1,-1,0,0,0,0,1,-1,-1,-1,701,1,0
11236506,4800,1,1,125000,0,4,65.0,2,0,0,0,65.0,2,0,2,0,1,0,1,24,-1,-1,0,-1,-1,-1,1,3,247,-1,885,0,0
11236679,7100,0,0,179999,0,7,156.0,2,0,0,-1,538.0,2,0,0,0,1,0,0,34,-1,-1,1,-1,-1,-1,1,5,343,-1,446,2,0
11237296,5620,0,0,193960,0,8,145.0,4,0,0,1,417.0,4,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,1,2
11237348,3910,1,1,299000,0,0,184.0,-1,0,0,0,184.0,2,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,2,131,-1,1487,0,0
11237575,4210,0,12,330500,0,7,0.0,-1,0,0,1,526.0,4,0,-1,0,1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,1,2
11237932,7900,0,0,278500,0,7,100.0,-1,0,0,1,810.0,4,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,0,2
11238535,3800,0,0,324000,0,5,269.0,2,0,0,-1,460.0,3,0,1,0,-1,0,0,0,-1,0,0,-1,-1,-1,1,6,506,1,1968,0,0
11238584,5500,0,0,305500,0,7,115.0,-1,0,0,1,997.0,4,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,0,2
11238648,5580,0,0,183500,0,8,100.0,4,0,0,1,218.0,4,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,0,2
11238993,6762,0,0,355500,0,7,145.0,-1,0,0,1,2444.0,4,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,2,1
11239009,6762,0,0,336500,0,7,105.0,-1,0,0,1,5461.0,4,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,0,2
11239198,5100,0,0,351500,0,8,160.0,4,0,0,1,1105.0,4,0,-1,0,1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,1,2
11239251,5020,0,12,318500,0,8,130.0,-1,0,0,1,490.0,3,0,-1,0,1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,1,2
11239605,8400,1,1,167500,0,1,70.0,-1,0,0,0,70.0,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,0,0,1,-1,-1,-1,-1,0,0
11240047,1050,0,0,799000,0,7,215.0,-1,0,0,36,-1.0,2,0,1,24,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11240871,9991,0,0,440000,0,15,0.0,-1,0,0,-1,-1.0,-1,0,-1,0,1,0,0,0,1,0,-1,0,0,0,-1,4,379,0,643,1,0
11241040,3080,1,1,460000,0,10,116.0,1,0,0,0,116.0,2,0,1,13,-1,0,-1,40,-1,0,-1,1,0,0,1,-1,-1,-1,-1,0,0
11241195,1150,1,1,645000,0,7,175.0,3,0,0,50,175.0,3,0,1,40,-1,1,1,45,-1,-1,3,-1,-1,-1,1,5,233,-1,3626,1,0
11241591,4420,0,0,215000,0,11,96.0,2,0,0,146,237.0,2,0,1,0,1,0,0,26,-1,-1,0,-1,-1,-1,1,-1,737,-1,-1,0,0
11241673,7140,0,14,339000,0,7,138.0,2,0,0,-1,622.0,4,0,1,0,1,1,0,15,-1,-1,1,-1,-1,-1,1,-1,642,-1,932,2,0
11241676,7170,0,0,174999,0,7,180.0,2,0,0,-1,210.0,2,0,1,0,1,0,0,31,-1,-1,0,-1,-1,-1,1,3,180,-1,396,0,0
11243155,1050,1,1,320000,0,0,61.0,-1,0,0,0,61.0,4,0,3,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11243481,5020,0,12,318500,0,9,130.0,4,0,0,1,490.0,3,0,2,0,1,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,-1,1,2
11243506,4400,0,0,179000,0,12,108.0,2,0,0,252,340.0,3,0,1,21,1,0,0,0,1,-1,0,-1,-1,-1,1,6,456,-1,364,0,0
11243842,1840,0,0,750000,0,7,425.0,1,0,0,470,1317.0,4,0,1,45,-1,0,0,47,1,0,0,-1,-1,-1,1,-1,-1,-1,3274,2,6
11245444,8490,0,0,387500,0,1,0.0,-1,0,0,-1,-1.0,3,0,1,0,-1,0,0,0,-1,0,0,-1,1,0,1,-1,-1,-1,-1,0,0
11246215,8300,1,1,1198000,0,10,99.0,-1,0,0,0,99.0,-1,0,1,0,1,-1,1,0,-1,-1,-1,0,0,0,-1,2,105,0,-1,0,0
11246747,4800,0,0,249000,0,7,142.0,1,0,0,-1,130.0,2,0,1,21,-1,0,0,32,1,-1,0,-1,-1,-1,1,3,173,-1,706,1,0
11247687,1030,1,21,145000,0,2,40.0,-1,0,0,0,40.0,-1,0,1,20,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11247700,3800,1,1,135000,0,3,45.0,1,0,0,0,45.0,2,0,1,0,-1,-1,-1,0,1,-1,0,-1,-1,-1,1,2,149,0,-1,0,0
11247823,8670,1,21,195000,0,5,38.0,-1,0,0,0,38.0,-1,0,1,0,-1,1,1,0,-1,0,-1,0,0,0,1,2,172,0,570,0,0
11247855,8720,0,0,357860,0,12,173.0,1,0,0,-1,274.0,-1,0,2,0,-1,0,0,0,1,0,0,0,1,0,1,1,-1,0,-1,1,0
11247979,3018,0,0,441713,0,6,180.0,-1,0,0,-1,517.0,-1,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0
11247980,3350,0,0,372271,0,3,162.0,-1,0,0,-1,800.0,-1,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0
11248152,1470,0,0,275000,0,14,136.0,3,0,0,130,214.0,2,0,0,0,1,0,0,16,-1,-1,1,-1,-1,-1,1,6,453,-1,1323,0,0
11248407,5650,0,0,69999,0,8,146.0,0,0,0,170,288.0,3,0,3,17,-1,0,0,17,-1,-1,1,-1,-1,-1,-1,6,444,-1,-1,0,0
11248486,7600,0,0,85000,0,3,82.0,-1,0,0,-1,-1.0,2,0,0,0,-1,0,0,0,-1,-1,1,-1,-1,-1,1,-1,518,-1,176,0,0
11248681,8430,0,0,399000,0,5,0.0,-1,0,0,-1,431.0,2,0,1,0,-1,0,0,0,-1,2,0,-1,0,0,1,-1,-1,-1,-1,1,0
11248688,4120,0,0,499000,0,10,198.0,5,0,0,700,1100.0,4,0,2,75,-1,0,0,0,1,-1,1,0,1,0,1,3,172,-1,1100,2,4
11248739,2018,0,12,695000,0,8,273.0,2,0,0,-1,82.0,2,0,3,18,-1,1,0,0,-1,2,0,-1,-1,-1,-1,3,267,0,-1,0,1
11250128,1050,0,0,1175000,0,12,353.0,3,0,0,70,185.0,2,0,1,15,-1,0,0,40,1,-1,0,-1,-1,-1,-1,4,164,-1,2327,0,0
11250233,4430,1,1,285000,0,8,102.0,1,0,0,0,102.0,-1,0,2,17,1,0,1,42,-1,-1,-1,1,0,0,1,2,-1,-1,-1,1,0
11250411,1080,1,1,295000,0,8,0.0,-1,0,0,0,0.0,-1,0,-1,0,-1,-1,-1,35,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0
11250938,4430,1,1,324000,0,9,0.0,1,0,0,0,0.0,-1,0,2,17,1,0,1,47,-1,-1,-1,1,0,0,1,2,-1,-1,-1,1,0
11251431,4000,1,1,268589,0,3,99.0,-1,0,0,0,99.0,-1,0,-1,10,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,0,1
11251987,2060,1,1,245000,0,3,55.0,3,0,0,0,55.0,2,0,2,0,-1,1,1,0,-1,-1,0,-1,-1,-1,1,2,121,0,-1,0,0
11253034,4000,0,0,110000,0,3,0.0,-1,0,0,-1,843.0,3,0,3,0,-1,0,0,0,1,-1,-1,-1,-1,-1,1,-1,685,-1,218,0,0
11253958,6530,0,0,395000,0,6,179.0,-1,0,0,-1,379.0,2,0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0
11254444,5550,0,0,110000,0,2,0.0,-1,0,0,-1,541.0,-1,0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,5,412,-1,715,0,0
11256754,1150,1,1,400000,0,6,104.0,3,0,0,0,104.0,2,0,1,9,1,1,1,35,-1,-1,0,-1,-1,-1,1,4,205,-1,-1,0,0
11256837,2880,1,1,555000,0,9,172.0,3,0,0,0,172.0,-1,0,2,10,-1,0,1,65,1,0,-1,0,0,0,1,1,-1,0,-1,0,0
11257174,1853,1,19,300000,0,11,128.0,-1,0,0,0,128.0,-1,0,4,0,1,-1,-1,24,1,0,0,0,1,0,1,3,218,0,-1,0,0
11257292,2930,1,1,1100000,0,6,184.0,1,0,0,0,184.0,2,0,2,90,-1,-1,1,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,0,0
11257507,1560,0,0,620000,0,8,196.0,0,0,0,700,863.0,4,0,0,24,-1,1,0,40,-1,-1,0,-1,-1,-1,1,2,184,0,-1,2,5
11257547,1840,0,0,155000,0,8,129.0,1,0,0,-1,199.0,2,0,1,0,1,0,0,11,-1,0,-1,-1,-1,-1,-1,6,1137,1,413,0,0
11257884,1000,1,1,590000,0,8,165.0,3,0,0,0,165.0,3,0,1,0,1,0,1,50,-1,-1,-1,-1,-1,-1,-1,5,266,-1,-1,1,0
11258664,8300,1,1,765000,0,1,85.0,-1,0,0,0,85.0,-1,0,1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
11258674,8301,1,1,950000,0,4,123.0,1,0,0,0,123.0,2,0,1,0,1,1,1,0,-1,0,0,-1,-1,-1,-1,4,379,0,1132,0,0
11258779,7000,1,1,175610,0,3,50.0,5,0,0,0,50.0,-1,0,2,6,-1,1,1,21,1,-1,3,0,0,0,1,1,-1,-1,-1,0,1
11258875,7000,1,18,195995,0,4,55.0,5,0,0,40,55.0,-1,0,2,13,-1,1,1,24,1,-1,3,0,0,0,1,1,-1,-1,-1,0,1
11259277,4360,0,0,200000,0,8,0.0,-1,0,0,1,-1.0,3,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,1,1
11259346,8680,0,0,132000,0,3,0.0,-1,0,0,-1,216.0,3,0,-1,0,-1,0,0,0,-1,2,-1,-1,-1,-1,0,-1,-1,-1,2,0,0
11260299,1000,0,0,695000,0,9,279.0,1,0,0,-1,98.0,2,0,1,25,-1,0,0,0,-1,-1,0,0,0,0,0,6,342,-1,-1,1,0
11260526,1050,0,0,850000,0,8,232.0,-1,0,0,21,-1.0,2,0,1,21,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11260527,1050,0,0,850000,0,8,232.0,-1,0,0,21,-1.0,2,0,1,21,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11260532,1050,0,0,1199000,0,14,409.0,-1,0,0,50,-1.0,2,0,1,18,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11260546,1050,0,0,1199000,0,14,409.0,-1,0,0,50,-1.0,2,0,1,18,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11261319,1852,0,0,560800,0,4,0.0,-1,0,0,-1,694.0,3,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11261408,6600,0,0,380000,0,5,192.0,1,0,0,25,-1.0,-1,0,-1,19,1,0,0,0,1,-1,0,-1,-1,-1,1,1,52,-1,-1,1,0
11262269,1760,0,0,406263,0,6,162.0,-1,0,0,-1,350.0,3,0,2,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,0,0
11262539,9320,0,0,365579,0,5,126.0,-1,0,0,-1,380.0,3,0,2,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,0,0
11263834,5310,1,1,245000,0,4,50.0,1,0,0,0,50.0,2,0,2,36,-1,-1,1,27,1,-1,0,0,1,0,1,0,9,-1,-1,0,1
11263957,8380,1,1,298000,0,8,99.0,1,0,0,0,99.0,2,0,1,0,-1,-1,1,0,1,0,0,0,0,0,1,1,80,0,800,0,1
11264215,9800,1,1,184000,0,7,80.0,2,0,0,0,80.0,-1,0,1,0,-1,-1,1,0,1,-1,0,0,0,0,1,1,100,0,-1,0,0
11264576,9260,0,0,205000,0,6,180.0,0,0,0,-1,390.0,3,0,3,20,-1,0,0,36,1,0,-1,-1,-1,-1,-1,6,1068,1,461,1,2
11264676,2300,1,1,399000,0,5,200.0,-1,0,0,0,200.0,-1,0,-1,85,-1,-1,-1,0,-1,0,-1,-1,-1,-1,1,2,181,0,1717,0,0
11265076,1082,1,1,275000,0,6,90.0,1,0,0,0,90.0,2,0,1,0,1,1,1,30,-1,-1,0,-1,-1,-1,1,4,-1,-1,-1,0,0
11265182,7040,0,0,350000,0,5,263.0,-1,0,0,-1,4978.0,4,0,-1,0,-1,0,0,0,-1,-1,1,-1,-1,-1,1,4,335,-1,1689,1,0
11265273,9700,0,0,403438,0,7,189.0,-1,0,0,-1,400.0,4,0,2,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,0,0
11265807,1060,1,1,269000,0,4,90.0,1,0,0,0,90.0,2,0,-1,4,-1,-1,-1,35,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0
11265810,1060,1,1,269000,0,3,100.0,-1,0,0,0,100.0,2,0,-1,0,-1,-1,-1,35,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0
11265827,1750,1,1,519000,0,4,136.0,1,0,0,0,136.0,2,0,-1,30,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,1,20,0,-1,1,0
11265829,1750,1,1,449000,0,4,87.0,1,0,0,0,87.0,2,0,-1,10,-1,-1,1,0,1,0,3,-1,-1,-1,-1,1,20,0,-1,1,0
11267375,6929,0,0,280000,0,8,150.0,1,0,0,-1,1191.0,3,0,-1,0,-1,0,0,38,1,-1,0,-1,1,-1,1,1,65,-1,-1,2,2
11268545,1050,1,1,1550000,0,9,213.0,-1,0,0,0,213.0,-1,0,2,4,1,0,0,0,0,-1,1,0,0,0,0,5,249,-1,-1,1,0
11271446,1080,1,1,199000,0,4,64.0,3,0,0,0,64.0,2,0,2,15,1,1,1,29,-1,-1,-1,-1,-1,-1,1,4,162,-1,-1,0,0
11272712,6600,1,1,235000,0,3,73.0,-1,0,0,0,73.0,-1,0,-1,5,1,-1,1,0,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,0,0
11273126,3800,0,0,95000,0,5,95.0,-1,0,0,-1,105.0,-1,0,3,0,-1,0,0,0,1,-1,-1,0,0,0,-1,6,634,1,-1,0,0
11273311,8660,1,1,217000,0,5,53.0,-1,0,0,0,53.0,-1,0,4,0,-1,0,-1,0,1,-1,0,0,0,0,1,3,288,0,-1,0,0
11273313,8660,1,1,205000,0,5,53.0,-1,0,0,0,53.0,-1,0,4,0,-1,0,-1,0,1,-1,0,0,0,0,1,3,288,0,-1,0,0
11273656,1400,1,1,210000,0,5,75.0,2,0,0,0,75.0,2,0,1,0,1,1,1,26,-1,-1,-1,-1,-1,-1,1,4,268,-1,-1,1,0
11274334,8790,1,1,522500,0,5,94.0,3,0,0,0,94.0,4,0,2,14,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11274703,2570,0,0,299000,0,1,153.0,-1,0,0,-1,193.0,3,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,0,3,240,0,334,0,0
11275063,1080,1,1,215000,0,5,77.0,1,0,0,0,77.0,2,0,2,0,-1,1,1,26,-1,-1,1,-1,-1,-1,1,5,227,-1,1108,1,0
11275294,6060,0,0,160000,0,6,0.0,1,0,0,400,-1.0,2,0,1,0,1,0,0,0,-1,-1,0,-1,-1,-1,1,5,395,-1,446,1,1
11275349,4020,0,0,179000,0,6,110.0,2,0,0,-1,60.0,2,0,1,40,1,1,0,20,-1,-1,0,-1,-1,-1,1,3,247,-1,463,0,1
11275522,1700,0,0,526800,0,4,138.0,-1,0,0,-1,516.0,3,0,-1,0,-1,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0
11275583,5190,1,1,120000,0,3,0.0,-1,0,0,0,0.0,-1,0,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,4,294,-1,-1,0,0
11276220,1180,0,13,690000,0,7,0.0,-1,0,0,70,-1.0,2,0,-1,0,-1,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0
11276426,1080,1,1,297500,0,3,65.0,3,0,0,0,65.0,2,0,2,0,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,20,-1,-1,0,0
11276924,1200,1,1,270000,0,5,80.0,2,0,0,0,80.0,2,0,1,12,-1,-1,1,30,-1,-1,0,-1,-1,-1,1,4,153,-1,-1,0,0
11277104,1420,1,1,476200,0,8,136.0,3,0,0,0,136.0,2,0,2,17,1,1,1,36,-1,-1,0,-1,-1,-1,-1,0,15,-1,-1,1,0
11277139,5660,0,14,425000,0,7,0.0,1,0,0,-1,1476.0,4,0,2,0,1,0,0,0,-1,-1,1,0,-1,0,1,4,293,-1,1236,0,0
11277225,4280,0,0,398610,0,7,189.0,-1,0,0,-1,955.0,4,0,2,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,0,0
11277330,4280,0,0,412470,0,6,172.0,-1,0,0,-1,955.0,4,0,2,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,0,0
11277422,1490,0,0,658834,0,6,328.0,-1,0,0,-1,876.0,4,0,2,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,0
11277642,9240,0,0,180000,0,4,259.0,1,0,0,1,259.0,2,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,6,659,1,297,0,0
11277968,1070,0,0,435000,0,3,162.0,1,0,0,-1,229.0,-1,0,-1,14,-1,0,0,0,0,-1,0,0,0,0,-1,6,55052,-1,-1,0,0
11278249,1650,1,1,250000,0,5,70.0,0,0,0,0,70.0,2,0,0,0,1,-1,1,22,1,0,0,-1,-1,-1,1,4,344,0,954,0,0
11278487,8670,1,1,135000,0,6,0.0,-1,0,0,0,0.0,-1,0,0,0,1,-1,1,0,-1,0,-1,0,0,0,-1,2,195,0,676,0,0
11278586,2170,1,1,240000,0,5,93.0,1,0,0,0,93.0,-1,0,1,6,1,0,1,30,1,-1,0,0,0,0,1,2,146,0,1147,1,0
11278623,8400,1,1,150000,0,1,0.0,-1,0,0,0,0.0,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,0,0,0,5,423,1,-1,0,0
11278924,1730,1,1,195000,0,5,75.0,1,0,0,0,75.0,4,0,1,16,-1,0,1,24,-1,1,0,-1,-1,-1,-1,4,363,0,932,0,0
11279013,1750,1,1,579610,0,5,127.0,3,0,0,0,127.0,-1,0,1,9,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,-1,0,-1,0,0
11279014,1750,1,1,566480,0,5,127.0,3,0,0,0,127.0,-1,0,1,9,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,-1,0,-1,0,0
11279016,1750,1,1,614165,0,5,146.0,3,0,0,0,146.0,-1,0,1,11,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,-1,0,-1,0,0
11279293,1560,0,0,645000,0,7,236.0,3,0,0,-1,301.0,3,0,1,14,-1,0,0,43,-1,0,0,-1,-1,-1,1,2,177,0,-1,0,0
11279934,1760,0,0,485339,0,7,206.0,-1,0,0,-1,836.0,3,0,2,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,1,0
11280010,7000,1,1,89000,0,3,0.0,-1,0,0,0,0.0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,6,481,-1,1090,0,0
11280128,7860,0,0,113999,0,3,87.0,-1,0,0,-1,87.0,2,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,5,383,-1,-1,0,0
11280401,9630,0,0,532438,0,7,189.0,-1,0,0,-1,1967.0,4,0,2,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,0,0
11280584,8620,0,0,343200,0,9,163.0,-1,0,0,-1,172.0,2,0,-1,0,-1,0,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11280685,1083,1,18,279000,0,7,138.0,0,0,0,0,138.0,2,0,0,7,1,1,0,52,-1,-1,0,-1,-1,-1,1,-1,453,-1,-1,0,0
11280934,2870,1,1,297000,0,5,80.0,1,0,0,0,80.0,-1,0,-1,4,1,-1,1,26,1,0,-1,-1,-1,-1,1,1,46,0,-1,1,0
11280955,8890,1,18,236708,0,2,86.0,-1,0,0,0,86.0,-1,0,-1,8,-1,-1,1,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,0,3
11281063,8800,0,0,408975,0,4,197.0,-1,0,0,-1,378.0,4,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,0,2
11281064,8800,0,0,528040,0,6,222.0,-1,0,0,-1,638.0,4,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,0,2
11281065,8800,0,0,400250,0,4,200.0,-1,0,0,-1,408.0,4,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,0,2
11281066,8800,0,0,326574,0,4,150.0,-1,0,0,-1,340.0,3,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,0,1
11281069,8800,0,0,319988,0,4,207.0,-1,0,0,-1,238.0,2,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,0,1
11281071,8800,0,0,345885,0,5,185.0,-1,0,0,-1,306.0,3,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,1,1
11281270,9080,1,1,279000,0,7,0.0,1,0,0,0,0.0,-1,0,1,0,-1,-1,1,0,1,0,0,0,0,0,1,-1,-1,-1,551,0,1
11281726,4300,0,0,337000,0,6,0.0,-1,0,0,-1,1200.0,3,0,2,0,-1,0,0,36,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1
11281813,1082,0,12,549000,0,10,156.0,3,0,0,160,-1.0,2,0,2,0,1,0,0,24,-1,-1,0,-1,-1,-1,1,2,85,-1,-1,0,1
11281943,5000,1,1,383509,0,4,109.0,-1,0,0,0,109.0,-1,0,2,16,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
11281944,5000,1,1,328565,0,4,99.0,-1,0,0,0,99.0,-1,0,2,2,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,49,-1,-1,0,0
11282253,8370,1,1,135000,0,1,37.0,-1,0,0,0,37.0,-1,0,2,0,-1,0,1,0,1,0,3,-1,0,0,1,3,269,0,458,0,0
